time,price,timeRange(seconds)
2024-02-23T20:55:35Z[UTC],11.27,84
2024-02-23T20:57:47Z[UTC],11.23,132
2024-02-23T21:04:35Z[UTC],11.30,408
2024-02-23T21:13:11Z[UTC],11.26,516
2024-02-23T21:17:47Z[UTC],11.27,276
2024-02-23T21:21:47Z[UTC],11.23,240
2024-02-23T21:26:11Z[UTC],11.27,264
2024-02-23T21:29:23Z[UTC],11.31,192
2024-02-23T21:29:35Z[UTC],11.36,12
2024-02-23T21:33:47Z[UTC],11.41,252
2024-02-23T21:37:59Z[UTC],11.37,252
2024-02-23T21:49:23Z[UTC],11.34,684
2024-02-23T21:49:47Z[UTC],11.31,24
2024-02-23T21:51:47Z[UTC],11.26,120
2024-02-23T22:01:11Z[UTC],11.22,564
2024-02-23T22:03:23Z[UTC],11.25,132
2024-02-23T22:06:59Z[UTC],11.25,216
2024-02-23T22:08:11Z[UTC],11.25,72
2024-02-23T22:14:11Z[UTC],11.31,360
2024-02-23T22:32:11Z[UTC],11.26,1080
2024-02-23T22:32:59Z[UTC],11.22,48
2024-02-23T22:33:11Z[UTC],11.19,12
2024-02-23T22:33:47Z[UTC],11.09,36
2024-02-23T22:34:35Z[UTC],11.03,48
2024-02-23T22:35:47Z[UTC],11.06,72
2024-02-23T22:43:35Z[UTC],11.04,468
2024-02-23T22:47:59Z[UTC],10.96,264
2024-02-23T22:49:11Z[UTC],10.99,72
2024-02-23T22:54:59Z[UTC],11.07,348
2024-02-23T22:59:23Z[UTC],11.02,264
2024-02-23T23:04:11Z[UTC],11.07,288
2024-02-23T23:16:11Z[UTC],11.00,720
2024-02-23T23:19:23Z[UTC],10.98,192
2024-02-23T23:21:11Z[UTC],11.04,108
2024-02-23T23:21:47Z[UTC],11.07,36
2024-02-23T23:23:59Z[UTC],11.11,132
2024-02-23T23:24:11Z[UTC],11.15,12
2024-02-23T23:25:35Z[UTC],11.17,84
2024-02-23T23:28:59Z[UTC],11.21,204
2024-02-23T23:29:23Z[UTC],11.38,24
2024-02-23T23:36:23Z[UTC],11.36,420
2024-02-23T23:43:11Z[UTC],11.33,408
2024-02-23T23:45:47Z[UTC],11.30,156
2024-02-23T23:49:35Z[UTC],11.35,228
2024-02-23T23:53:59Z[UTC],11.31,264
2024-02-23T23:54:35Z[UTC],11.34,36
2024-02-24T00:03:59Z[UTC],11.37,564
2024-02-24T00:05:59Z[UTC],11.33,120
2024-02-24T00:08:47Z[UTC],11.27,168
2024-02-24T00:09:23Z[UTC],11.32,36
2024-02-24T00:09:35Z[UTC],11.39,12
2024-02-24T00:09:59Z[UTC],11.43,24
2024-02-24T00:10:35Z[UTC],11.47,36
2024-02-24T00:11:35Z[UTC],11.51,60
2024-02-24T00:11:59Z[UTC],11.56,24
2024-02-24T00:12:59Z[UTC],11.61,60
2024-02-24T00:13:23Z[UTC],11.65,24
2024-02-24T00:13:59Z[UTC],11.67,36
2024-02-24T00:15:11Z[UTC],11.75,72
2024-02-24T00:16:35Z[UTC],11.67,84
2024-02-24T00:16:47Z[UTC],11.71,12
2024-02-24T00:17:59Z[UTC],11.81,72
2024-02-24T00:18:59Z[UTC],11.86,60
2024-02-24T00:19:11Z[UTC],11.87,12
2024-02-24T00:20:23Z[UTC],11.92,72
2024-02-24T00:20:47Z[UTC],11.89,24
2024-02-24T00:21:11Z[UTC],11.84,24
2024-02-24T00:21:47Z[UTC],11.88,36
2024-02-24T00:22:23Z[UTC],11.86,36
2024-02-24T00:23:11Z[UTC],11.80,48
2024-02-24T00:23:23Z[UTC],11.86,12
2024-02-24T00:23:35Z[UTC],11.82,12
2024-02-24T00:24:47Z[UTC],11.79,72
2024-02-24T00:26:11Z[UTC],11.79,84
2024-02-24T00:29:59Z[UTC],11.84,228
2024-02-24T00:30:47Z[UTC],11.89,48
2024-02-24T00:31:11Z[UTC],11.85,24
2024-02-24T00:31:23Z[UTC],11.80,12
2024-02-24T00:34:59Z[UTC],11.75,216
2024-02-24T00:35:23Z[UTC],11.79,24
2024-02-24T00:40:23Z[UTC],11.81,300
2024-02-24T00:41:11Z[UTC],11.84,48
2024-02-24T00:41:47Z[UTC],11.88,36
2024-02-24T00:43:35Z[UTC],11.91,108
2024-02-24T00:44:23Z[UTC],12.01,48
2024-02-24T00:44:59Z[UTC],12.05,36
2024-02-24T00:46:11Z[UTC],12.11,72
2024-02-24T00:47:35Z[UTC],12.09,84
2024-02-24T00:47:47Z[UTC],12.13,12
2024-02-24T00:48:47Z[UTC],12.18,60
2024-02-24T00:48:59Z[UTC],12.23,12
2024-02-24T00:50:23Z[UTC],12.28,84
2024-02-24T00:51:35Z[UTC],12.25,72
2024-02-24T00:51:47Z[UTC],12.32,12
2024-02-24T00:52:11Z[UTC],12.42,24
2024-02-24T00:52:23Z[UTC],12.41,12
2024-02-24T00:53:35Z[UTC],12.45,72
2024-02-24T00:55:35Z[UTC],12.39,120
2024-02-24T00:56:11Z[UTC],12.34,36
2024-02-24T00:56:23Z[UTC],12.31,12
2024-02-24T00:56:35Z[UTC],12.25,12
2024-02-24T00:56:47Z[UTC],12.28,12
2024-02-24T00:57:23Z[UTC],12.37,36
2024-02-24T00:57:35Z[UTC],12.33,12
2024-02-24T00:58:47Z[UTC],12.29,72
2024-02-24T01:01:23Z[UTC],12.31,156
2024-02-24T01:01:35Z[UTC],12.36,12
2024-02-24T01:03:47Z[UTC],12.44,132
2024-02-24T01:05:11Z[UTC],12.48,84
2024-02-24T01:05:47Z[UTC],12.42,36
2024-02-24T01:06:11Z[UTC],12.38,24
2024-02-24T01:06:47Z[UTC],12.38,36
2024-02-24T01:07:35Z[UTC],12.43,48
2024-02-24T01:08:23Z[UTC],12.38,48
2024-02-24T01:08:59Z[UTC],12.33,36
2024-02-24T01:10:23Z[UTC],12.30,84
2024-02-24T01:10:47Z[UTC],12.35,24
2024-02-24T01:12:23Z[UTC],12.38,96
2024-02-24T01:12:35Z[UTC],12.34,12
2024-02-24T01:12:47Z[UTC],12.30,12
2024-02-24T01:13:23Z[UTC],12.26,36
2024-02-24T01:13:35Z[UTC],12.14,12
2024-02-24T01:13:47Z[UTC],12.08,12
2024-02-24T01:15:11Z[UTC],12.04,84
2024-02-24T01:15:47Z[UTC],12.11,36
2024-02-24T01:19:11Z[UTC],12.13,204
2024-02-24T01:20:47Z[UTC],12.07,96
2024-02-24T01:21:11Z[UTC],12.19,24
2024-02-24T01:24:11Z[UTC],12.19,180
2024-02-24T01:24:23Z[UTC],12.13,12
2024-02-24T01:24:35Z[UTC],12.10,12
2024-02-24T01:29:11Z[UTC],12.08,276
2024-02-24T01:29:35Z[UTC],12.08,24
2024-02-24T01:29:47Z[UTC],12.04,12
2024-02-24T01:31:47Z[UTC],11.97,120
2024-02-24T01:31:59Z[UTC],12.00,12
2024-02-24T01:34:59Z[UTC],12.05,180
2024-02-24T01:35:47Z[UTC],12.08,48
2024-02-24T01:37:23Z[UTC],12.13,96
2024-02-24T01:39:35Z[UTC],12.08,132
2024-02-24T01:39:47Z[UTC],12.05,12
2024-02-24T01:41:47Z[UTC],12.00,120
2024-02-24T01:42:11Z[UTC],11.96,24
2024-02-24T01:43:47Z[UTC],11.96,96
2024-02-24T01:43:59Z[UTC],11.78,12
2024-02-24T01:44:11Z[UTC],11.78,12
2024-02-24T01:46:23Z[UTC],11.80,132
2024-02-24T01:47:11Z[UTC],11.78,48
2024-02-24T01:48:23Z[UTC],11.75,72
2024-02-24T01:48:35Z[UTC],11.78,12
2024-02-24T01:51:11Z[UTC],11.84,156
2024-02-24T01:51:59Z[UTC],11.91,48
2024-02-24T01:53:35Z[UTC],11.87,96
2024-02-24T01:58:23Z[UTC],11.82,288
2024-02-24T01:59:11Z[UTC],11.77,48
2024-02-24T02:00:47Z[UTC],11.81,96
2024-02-24T02:02:11Z[UTC],11.84,84
2024-02-24T02:04:11Z[UTC],11.81,120
2024-02-24T02:06:11Z[UTC],11.76,120
2024-02-24T02:06:47Z[UTC],11.83,36
2024-02-24T02:08:59Z[UTC],11.87,132
2024-02-24T02:15:59Z[UTC],11.96,420
2024-02-24T02:16:23Z[UTC],11.99,24
2024-02-24T02:17:11Z[UTC],12.07,48
2024-02-24T02:18:23Z[UTC],12.00,72
2024-02-24T02:18:47Z[UTC],12.03,24
2024-02-24T02:18:59Z[UTC],12.07,12
2024-02-24T02:20:23Z[UTC],12.12,84
2024-02-24T02:22:11Z[UTC],12.13,108
2024-02-24T02:23:35Z[UTC],12.22,84
2024-02-24T02:24:59Z[UTC],12.17,84
2024-02-24T02:25:11Z[UTC],12.10,12
2024-02-24T02:28:11Z[UTC],12.08,180
2024-02-24T02:29:59Z[UTC],12.04,108
2024-02-24T02:30:35Z[UTC],12.04,36
2024-02-24T02:32:11Z[UTC],12.04,96
2024-02-24T02:33:35Z[UTC],12.03,84
2024-02-24T02:38:35Z[UTC],12.03,300
2024-02-24T02:39:59Z[UTC],11.95,84
2024-02-24T02:46:11Z[UTC],11.93,372
2024-02-24T02:46:23Z[UTC],11.96,12
2024-02-24T02:52:11Z[UTC],11.97,348
2024-02-24T02:55:47Z[UTC],11.93,216
2024-02-24T02:55:59Z[UTC],11.93,12
2024-02-24T02:58:23Z[UTC],11.93,144
2024-02-24T02:58:47Z[UTC],11.93,24
2024-02-24T03:00:23Z[UTC],12.01,96
2024-02-24T03:25:11Z[UTC],12.01,1488
2024-02-24T03:35:35Z[UTC],11.96,624
2024-02-24T03:43:47Z[UTC],11.99,492
2024-02-24T03:52:47Z[UTC],12.01,540
2024-02-24T04:45:59Z[UTC],12.19,3192
2024-02-24T04:51:11Z[UTC],12.00,312
2024-02-24T05:17:47Z[UTC],12.16,1596
2024-02-24T05:51:59Z[UTC],11.98,2052
2024-02-24T06:16:11Z[UTC],11.94,1452
2024-02-24T06:19:35Z[UTC],11.90,204
2024-02-24T06:44:23Z[UTC],11.88,1488
2024-02-24T07:28:47Z[UTC],12.04,2664
2024-02-24T07:31:11Z[UTC],12.22,144
2024-02-24T07:40:59Z[UTC],12.42,588
2024-02-24T07:41:11Z[UTC],12.73,12
2024-02-24T07:41:47Z[UTC],12.58,36
2024-02-24T07:57:35Z[UTC],12.80,948
2024-02-24T08:06:35Z[UTC],12.60,540
2024-02-24T08:08:59Z[UTC],12.58,144
2024-02-24T09:13:11Z[UTC],12.36,3852
2024-02-24T09:29:47Z[UTC],12.29,996
2024-02-24T09:30:11Z[UTC],12.26,24
2024-02-24T09:45:23Z[UTC],12.46,912
2024-02-24T10:01:47Z[UTC],12.41,984
2024-02-24T11:15:47Z[UTC],12.40,4440
2024-02-24T11:22:23Z[UTC],12.21,396
2024-02-24T12:12:59Z[UTC],11.99,3036
2024-02-24T12:32:47Z[UTC],12.18,1188
2024-02-24T12:46:47Z[UTC],11.99,840
2024-02-24T13:04:59Z[UTC],11.82,1092
2024-02-24T13:31:11Z[UTC],11.82,1572
2024-02-24T14:13:11Z[UTC],11.89,2520
2024-02-24T14:13:47Z[UTC],11.76,36
2024-02-24T14:13:59Z[UTC],11.70,12
2024-02-24T14:14:11Z[UTC],11.63,12
2024-02-24T14:14:23Z[UTC],11.48,12
2024-02-24T14:16:23Z[UTC],11.50,120
2024-02-24T14:24:11Z[UTC],11.57,468
2024-02-24T14:25:35Z[UTC],11.54,84
2024-02-24T14:26:23Z[UTC],11.48,48
2024-02-24T14:26:35Z[UTC],11.42,12
2024-02-24T14:29:35Z[UTC],11.42,180
2024-02-24T14:31:23Z[UTC],11.45,108
2024-02-24T14:31:59Z[UTC],11.48,36
2024-02-24T14:32:35Z[UTC],11.47,36
2024-02-24T14:34:23Z[UTC],11.51,108
2024-02-24T14:34:47Z[UTC],11.48,24
2024-02-24T14:35:23Z[UTC],11.44,36
2024-02-24T14:35:35Z[UTC],11.39,12
2024-02-24T14:35:59Z[UTC],11.35,24
2024-02-24T14:36:11Z[UTC],11.25,12
2024-02-24T14:41:11Z[UTC],11.27,300
2024-02-24T14:41:59Z[UTC],11.17,48
2024-02-24T14:43:47Z[UTC],11.11,108
2024-02-24T14:44:47Z[UTC],11.17,60
2024-02-24T14:49:35Z[UTC],11.17,288
2024-02-24T14:49:59Z[UTC],11.14,24
2024-02-24T14:50:59Z[UTC],11.04,60
2024-02-24T14:52:35Z[UTC],11.05,96
2024-02-24T14:54:47Z[UTC],11.10,132
2024-02-24T14:56:35Z[UTC],11.13,108
2024-02-24T14:58:35Z[UTC],11.08,120
2024-02-24T14:59:11Z[UTC],11.17,36
2024-02-24T14:59:23Z[UTC],11.20,12
2024-02-24T15:01:35Z[UTC],11.27,132
2024-02-24T15:05:23Z[UTC],11.31,228
2024-02-24T15:10:59Z[UTC],11.26,336
2024-02-24T15:14:11Z[UTC],11.21,192
2024-02-24T15:14:35Z[UTC],11.17,24
2024-02-24T15:15:47Z[UTC],11.13,72
2024-02-24T15:16:35Z[UTC],11.19,48
2024-02-24T15:24:59Z[UTC],11.22,504
2024-02-24T15:25:35Z[UTC],11.19,36
2024-02-24T15:27:35Z[UTC],11.16,120
2024-02-24T15:29:11Z[UTC],11.08,96
2024-02-24T15:33:47Z[UTC],11.12,276
2024-02-24T15:37:59Z[UTC],11.06,252
2024-02-24T15:39:47Z[UTC],11.03,108
2024-02-24T15:40:59Z[UTC],11.03,72
2024-02-24T15:41:23Z[UTC],10.95,24
2024-02-24T15:41:35Z[UTC],10.99,12
2024-02-24T15:43:59Z[UTC],11.05,144
2024-02-24T15:44:11Z[UTC],11.08,12
2024-02-24T15:44:35Z[UTC],11.11,24
2024-02-24T15:45:23Z[UTC],11.16,48
2024-02-24T15:45:59Z[UTC],11.21,36
2024-02-24T15:47:35Z[UTC],11.18,96
2024-02-24T15:51:11Z[UTC],11.13,216
2024-02-24T15:58:11Z[UTC],11.08,420
2024-02-24T16:02:23Z[UTC],11.13,252
2024-02-24T16:05:23Z[UTC],11.12,180
2024-02-24T16:06:11Z[UTC],11.14,48
2024-02-24T16:07:47Z[UTC],11.17,96
2024-02-24T16:11:23Z[UTC],11.20,216
2024-02-24T16:19:23Z[UTC],11.17,480
2024-02-24T16:22:47Z[UTC],11.19,204
2024-02-24T16:23:23Z[UTC],11.07,36
2024-02-24T16:27:23Z[UTC],11.06,240
2024-02-24T16:31:11Z[UTC],11.00,228
2024-02-24T16:34:35Z[UTC],11.04,204
2024-02-24T16:34:47Z[UTC],11.07,12
2024-02-24T16:38:11Z[UTC],11.12,204
2024-02-24T16:59:59Z[UTC],11.16,1308
2024-02-24T17:00:11Z[UTC],11.20,12
2024-02-24T17:01:47Z[UTC],11.24,96
2024-02-24T17:03:47Z[UTC],11.20,120
2024-02-24T17:04:23Z[UTC],11.17,36
2024-02-24T17:08:47Z[UTC],11.13,264
2024-02-24T17:30:59Z[UTC],11.18,1332
2024-02-24T17:35:47Z[UTC],11.22,288
2024-02-24T17:36:47Z[UTC],11.26,60
2024-02-24T17:48:59Z[UTC],11.31,732
2024-02-24T18:12:11Z[UTC],11.26,1392
2024-02-24T18:19:35Z[UTC],11.21,444
2024-02-24T18:21:47Z[UTC],11.17,132
2024-02-24T18:23:11Z[UTC],11.13,84
2024-02-24T18:27:35Z[UTC],11.13,264
2024-02-24T18:28:59Z[UTC],11.16,84
2024-02-24T18:31:59Z[UTC],11.16,180
2024-02-24T18:45:23Z[UTC],11.11,804
2024-02-24T18:45:59Z[UTC],11.16,36
2024-02-24T18:57:47Z[UTC],11.17,708
2024-02-24T18:58:11Z[UTC],11.13,24
2024-02-24T19:06:59Z[UTC],11.09,528
2024-02-24T19:08:23Z[UTC],11.15,84
2024-02-24T19:23:59Z[UTC],11.10,936
2024-02-24T19:28:35Z[UTC],11.14,276
2024-02-24T20:02:59Z[UTC],11.18,2064
2024-02-24T20:45:11Z[UTC],11.18,2532
2024-02-24T21:12:47Z[UTC],11.21,1656
2024-02-24T21:39:47Z[UTC],11.16,1620
2024-02-24T21:50:23Z[UTC],11.19,636
2024-02-24T21:50:35Z[UTC],11.23,12
2024-02-24T21:57:23Z[UTC],11.27,408
2024-02-24T22:01:47Z[UTC],11.22,264
2024-02-24T22:04:59Z[UTC],11.20,192
2024-02-24T22:17:23Z[UTC],11.23,744
2024-02-24T22:51:47Z[UTC],11.20,2064
2024-02-24T23:31:59Z[UTC],11.24,2412
2024-02-24T23:32:11Z[UTC],11.28,12
2024-02-24T23:47:59Z[UTC],11.30,948
2024-02-24T23:50:59Z[UTC],11.27,180
2024-02-25T00:07:59Z[UTC],11.27,1020
2024-02-25T00:09:47Z[UTC],11.34,108
2024-02-25T00:12:11Z[UTC],11.33,144
2024-02-25T00:12:35Z[UTC],11.30,24
2024-02-25T00:13:23Z[UTC],11.24,48
2024-02-25T00:16:47Z[UTC],11.20,204
2024-02-25T00:21:59Z[UTC],11.26,312
2024-02-25T00:23:23Z[UTC],11.23,84
2024-02-25T00:23:47Z[UTC],11.19,24
2024-02-25T00:25:47Z[UTC],11.16,120
2024-02-25T00:38:11Z[UTC],11.19,744
2024-02-25T00:40:11Z[UTC],11.22,120
2024-02-25T00:56:11Z[UTC],11.25,960
2024-02-25T00:56:23Z[UTC],11.32,12
2024-02-25T00:56:47Z[UTC],11.38,24
2024-02-25T00:56:59Z[UTC],11.43,12
2024-02-25T00:57:11Z[UTC],11.46,12
2024-02-25T00:57:35Z[UTC],11.54,24
2024-02-25T00:57:59Z[UTC],11.57,24
2024-02-25T01:00:23Z[UTC],11.52,144
2024-02-25T01:00:59Z[UTC],11.46,36
2024-02-25T01:01:23Z[UTC],11.49,24
2024-02-25T01:04:11Z[UTC],11.49,168
2024-02-25T01:04:35Z[UTC],11.46,24
2024-02-25T01:08:47Z[UTC],11.40,252
2024-02-25T01:18:23Z[UTC],11.33,576
2024-02-25T01:31:47Z[UTC],11.36,804
2024-02-25T01:34:35Z[UTC],11.35,168
2024-02-25T01:40:11Z[UTC],11.30,336
2024-02-25T01:40:23Z[UTC],11.34,12
2024-02-25T01:43:47Z[UTC],11.36,204
2024-02-25T01:57:23Z[UTC],11.43,816
2024-02-25T02:00:59Z[UTC],11.41,216
2024-02-25T02:04:35Z[UTC],11.38,216
2024-02-25T02:13:35Z[UTC],11.34,540
2024-02-25T02:15:23Z[UTC],11.31,108
2024-02-25T02:15:59Z[UTC],11.26,36
2024-02-25T02:16:35Z[UTC],11.22,36
2024-02-25T02:25:23Z[UTC],11.19,528
2024-02-25T02:28:59Z[UTC],11.13,216
2024-02-25T02:30:47Z[UTC],11.09,108
2024-02-25T02:30:59Z[UTC],11.04,12
2024-02-25T02:32:59Z[UTC],11.01,120
2024-02-25T02:36:35Z[UTC],10.85,216
2024-02-25T02:41:47Z[UTC],10.89,312
2024-02-25T02:42:11Z[UTC],10.86,24
2024-02-25T02:42:23Z[UTC],10.80,12
2024-02-25T02:45:47Z[UTC],10.77,204
2024-02-25T03:11:59Z[UTC],10.64,1572
2024-02-25T03:16:23Z[UTC],10.56,264
2024-02-25T03:18:47Z[UTC],10.56,144
2024-02-25T03:19:23Z[UTC],10.43,36
2024-02-25T03:21:23Z[UTC],10.31,120
2024-02-25T03:26:23Z[UTC],10.14,300
2024-02-25T03:48:23Z[UTC],10.26,1320
2024-02-25T03:59:47Z[UTC],10.37,684
2024-02-25T03:59:59Z[UTC],10.70,12
2024-02-25T04:15:23Z[UTC],10.50,924
2024-02-25T05:18:35Z[UTC],10.50,3792
2024-02-25T06:53:59Z[UTC],10.62,5724
2024-02-25T08:57:47Z[UTC],10.50,7428
2024-02-25T09:58:59Z[UTC],10.50,3672
2024-02-25T11:41:11Z[UTC],10.63,6132
2024-02-25T11:53:11Z[UTC],10.69,720
2024-02-25T11:54:35Z[UTC],10.76,84
2024-02-25T11:56:47Z[UTC],10.81,132
2024-02-25T12:06:47Z[UTC],10.80,600
2024-02-25T12:07:23Z[UTC],10.83,36
2024-02-25T12:08:35Z[UTC],10.87,72
2024-02-25T12:10:59Z[UTC],10.90,144
2024-02-25T12:11:35Z[UTC],10.87,36
2024-02-25T12:14:59Z[UTC],10.83,204
2024-02-25T12:17:11Z[UTC],10.87,132
2024-02-25T12:19:35Z[UTC],10.83,144
2024-02-25T12:22:35Z[UTC],10.79,180
2024-02-25T12:29:47Z[UTC],10.75,432
2024-02-25T12:32:47Z[UTC],10.72,180
2024-02-25T12:45:23Z[UTC],10.68,756
2024-02-25T12:47:23Z[UTC],10.68,120
2024-02-25T12:52:11Z[UTC],10.71,288
2024-02-25T13:00:35Z[UTC],10.74,504
2024-02-25T13:07:47Z[UTC],10.74,432
2024-02-25T13:09:11Z[UTC],10.77,84
2024-02-25T13:10:23Z[UTC],10.71,72
2024-02-25T13:12:59Z[UTC],10.67,156
2024-02-25T15:15:23Z[UTC],10.61,7344
2024-02-25T17:32:47Z[UTC],10.52,8244
2024-02-25T17:47:47Z[UTC],10.58,900
2024-02-25T17:49:23Z[UTC],10.71,96
2024-02-25T18:05:47Z[UTC],10.74,984
2024-02-25T18:10:59Z[UTC],10.71,312
2024-02-25T18:36:59Z[UTC],10.68,1560
2024-02-25T18:51:59Z[UTC],10.68,900
2024-02-25T19:36:23Z[UTC],10.73,2664
2024-02-25T20:46:23Z[UTC],10.74,4200
2024-02-25T21:14:23Z[UTC],10.70,1680
2024-02-25T21:55:35Z[UTC],10.67,2472
2024-02-25T22:02:23Z[UTC],10.66,408
2024-02-25T22:34:35Z[UTC],10.70,1932
2024-02-25T22:35:23Z[UTC],10.77,48
2024-02-25T22:35:59Z[UTC],10.84,36
2024-02-25T22:36:47Z[UTC],10.88,48
2024-02-25T22:40:47Z[UTC],10.91,240
2024-02-25T22:40:59Z[UTC],10.87,12
2024-02-25T22:45:11Z[UTC],10.83,252
2024-02-25T22:49:23Z[UTC],10.79,252
2024-02-25T22:53:35Z[UTC],10.80,252
2024-02-25T22:57:11Z[UTC],10.77,216
2024-02-25T22:57:59Z[UTC],10.83,48
2024-02-25T22:58:23Z[UTC],10.86,24
2024-02-25T23:00:35Z[UTC],10.90,132
2024-02-25T23:13:11Z[UTC],10.89,756
2024-02-25T23:20:59Z[UTC],10.86,468
2024-02-25T23:26:35Z[UTC],10.90,336
2024-02-25T23:26:59Z[UTC],10.95,24
2024-02-25T23:27:23Z[UTC],11.02,24
2024-02-25T23:27:35Z[UTC],10.98,12
2024-02-25T23:27:47Z[UTC],11.05,12
2024-02-25T23:34:11Z[UTC],11.04,384
2024-02-25T23:34:47Z[UTC],11.01,36
2024-02-25T23:37:59Z[UTC],10.97,192
2024-02-25T23:39:11Z[UTC],10.97,72
2024-02-25T23:44:11Z[UTC],10.97,300
2024-02-25T23:53:23Z[UTC],11.01,552
2024-02-25T23:54:35Z[UTC],11.04,72
2024-02-25T23:54:47Z[UTC],11.09,12
2024-02-25T23:54:59Z[UTC],11.08,12
2024-02-26T00:01:11Z[UTC],11.11,372
2024-02-26T00:06:47Z[UTC],11.07,336
2024-02-26T00:10:59Z[UTC],11.04,252
2024-02-26T00:14:23Z[UTC],11.01,204
2024-02-26T00:20:59Z[UTC],10.98,396
2024-02-26T00:21:23Z[UTC],10.95,24
2024-02-26T00:26:23Z[UTC],10.92,300
2024-02-26T00:26:47Z[UTC],10.84,24
2024-02-26T00:33:23Z[UTC],10.84,396
2024-02-26T00:52:23Z[UTC],10.87,1140
2024-02-26T00:53:11Z[UTC],10.91,48
2024-02-26T00:54:11Z[UTC],10.94,60
2024-02-26T00:54:35Z[UTC],10.97,24
2024-02-26T00:57:35Z[UTC],11.00,180
2024-02-26T00:59:23Z[UTC],11.04,108
2024-02-26T01:01:59Z[UTC],11.05,156
2024-02-26T01:05:35Z[UTC],11.04,216
2024-02-26T01:13:23Z[UTC],11.01,468
2024-02-26T01:13:35Z[UTC],10.98,12
2024-02-26T01:17:23Z[UTC],10.95,228
2024-02-26T01:24:47Z[UTC],10.98,444
2024-02-26T01:37:47Z[UTC],11.01,780
2024-02-26T01:41:35Z[UTC],10.98,228
