time,price,timeRange(seconds)
2024-02-26T01:42:47Z[UTC],10.95,72
2024-02-26T01:44:23Z[UTC],10.91,96
2024-02-26T02:03:35Z[UTC],10.94,1152
2024-02-26T02:07:23Z[UTC],10.94,228
2024-02-26T02:08:23Z[UTC],10.97,60
2024-02-26T02:13:11Z[UTC],10.99,288
2024-02-26T02:17:35Z[UTC],11.02,264
2024-02-26T02:20:23Z[UTC],11.04,168
2024-02-26T02:21:35Z[UTC],11.08,72
2024-02-26T02:23:23Z[UTC],11.11,108
2024-02-26T02:28:11Z[UTC],11.20,288
2024-02-26T02:29:23Z[UTC],11.24,72
2024-02-26T02:31:11Z[UTC],11.30,108
2024-02-26T02:31:59Z[UTC],11.35,48
2024-02-26T02:32:23Z[UTC],11.43,24
2024-02-26T02:33:11Z[UTC],11.40,48
2024-02-26T02:33:35Z[UTC],11.35,24
2024-02-26T02:36:59Z[UTC],11.31,204
2024-02-26T02:40:11Z[UTC],11.36,192
2024-02-26T02:44:47Z[UTC],11.39,276
2024-02-26T02:50:11Z[UTC],11.33,324
2024-02-26T02:55:59Z[UTC],11.39,348
2024-02-26T02:57:23Z[UTC],11.36,84
2024-02-26T02:57:59Z[UTC],11.33,36
2024-02-26T03:02:23Z[UTC],11.29,264
2024-02-26T03:02:35Z[UTC],11.24,12
2024-02-26T03:05:59Z[UTC],11.22,204
2024-02-26T03:26:47Z[UTC],11.17,1248
2024-02-26T03:49:47Z[UTC],11.14,1380
2024-02-26T04:04:11Z[UTC],11.09,864
2024-02-26T04:13:47Z[UTC],11.05,576
2024-02-26T04:21:59Z[UTC],11.05,492
2024-02-26T04:38:47Z[UTC],11.07,1008
2024-02-26T04:40:35Z[UTC],11.04,108
2024-02-26T05:12:59Z[UTC],10.96,1944
2024-02-26T06:00:59Z[UTC],10.91,2880
2024-02-26T06:34:35Z[UTC],10.86,2016
2024-02-26T07:01:59Z[UTC],10.89,1644
2024-02-26T07:04:59Z[UTC],10.85,180
2024-02-26T07:08:47Z[UTC],10.80,228
2024-02-26T07:08:59Z[UTC],10.75,12
2024-02-26T08:08:47Z[UTC],10.65,3588
2024-02-26T08:28:11Z[UTC],10.60,1164
2024-02-26T08:30:23Z[UTC],10.69,132
2024-02-26T09:08:11Z[UTC],10.73,2268
2024-02-26T09:17:23Z[UTC],10.68,552
2024-02-26T09:24:23Z[UTC],10.65,420
2024-02-26T10:02:23Z[UTC],10.58,2280
2024-02-26T10:19:23Z[UTC],10.68,1020
2024-02-26T11:07:23Z[UTC],10.65,2880
2024-02-26T11:35:47Z[UTC],10.50,1704
2024-02-26T11:48:23Z[UTC],10.51,756
2024-02-26T15:08:59Z[UTC],10.53,12036
2024-02-26T15:09:23Z[UTC],10.72,24
2024-02-26T15:15:23Z[UTC],10.79,360
2024-02-26T15:15:59Z[UTC],10.75,36
2024-02-26T15:18:47Z[UTC],10.75,168
2024-02-26T15:25:47Z[UTC],10.80,420
2024-02-26T15:25:59Z[UTC],10.85,12
2024-02-26T15:26:23Z[UTC],11.03,24
2024-02-26T15:27:47Z[UTC],11.22,84
2024-02-26T15:28:59Z[UTC],11.36,72
2024-02-26T15:29:47Z[UTC],11.42,48
2024-02-26T15:30:35Z[UTC],11.47,48
2024-02-26T15:31:47Z[UTC],11.41,72
2024-02-26T15:34:35Z[UTC],11.31,168
2024-02-26T15:36:11Z[UTC],11.26,96
2024-02-26T15:37:11Z[UTC],11.19,60
2024-02-26T15:37:59Z[UTC],11.09,48
2024-02-26T15:44:11Z[UTC],10.98,372
2024-02-26T15:46:35Z[UTC],10.91,144
2024-02-26T15:48:35Z[UTC],10.84,120
2024-02-26T16:15:23Z[UTC],10.79,1608
2024-02-26T16:15:59Z[UTC],10.75,36
2024-02-26T16:25:11Z[UTC],10.63,552
2024-02-26T16:39:59Z[UTC],10.72,888
2024-02-26T17:07:59Z[UTC],10.76,1680
2024-02-26T17:21:23Z[UTC],10.70,804
2024-02-26T18:17:47Z[UTC],10.64,3384
2024-02-26T19:05:59Z[UTC],10.61,2892
2024-02-26T19:08:59Z[UTC],10.41,180
2024-02-26T19:24:47Z[UTC],10.44,948
2024-02-26T19:25:35Z[UTC],10.44,48
2024-02-26T19:31:35Z[UTC],10.45,360
2024-02-26T21:25:35Z[UTC],10.46,6840
2024-02-26T21:25:47Z[UTC],10.70,12
2024-02-26T21:34:59Z[UTC],10.56,552
2024-02-26T22:47:47Z[UTC],10.66,4368
2024-02-27T00:38:47Z[UTC],10.66,6660
2024-02-27T02:45:23Z[UTC],10.60,7596
2024-02-27T02:52:23Z[UTC],10.60,420
2024-02-27T03:53:11Z[UTC],10.70,3648
2024-02-27T04:12:47Z[UTC],10.66,1176
2024-02-27T04:13:59Z[UTC],10.66,72
2024-02-27T04:19:47Z[UTC],10.70,348
2024-02-27T04:41:35Z[UTC],10.67,1308
2024-02-27T05:36:11Z[UTC],10.58,3276
2024-02-27T05:42:47Z[UTC],10.68,396
2024-02-27T06:34:11Z[UTC],10.75,3084
2024-02-27T07:20:11Z[UTC],10.71,2760
2024-02-27T07:24:23Z[UTC],10.75,252
2024-02-27T07:24:59Z[UTC],10.80,36
2024-02-27T07:25:47Z[UTC],10.83,48
2024-02-27T07:31:11Z[UTC],10.86,324
2024-02-27T07:39:11Z[UTC],10.80,480
2024-02-27T07:41:23Z[UTC],10.85,132
2024-02-27T07:52:23Z[UTC],10.88,660
2024-02-27T07:57:11Z[UTC],10.83,288
2024-02-27T08:07:47Z[UTC],10.80,636
2024-02-27T08:20:23Z[UTC],10.84,756
2024-02-27T08:57:59Z[UTC],10.91,2256
2024-02-27T08:58:47Z[UTC],10.95,48
2024-02-27T09:05:47Z[UTC],10.99,420
2024-02-27T09:06:35Z[UTC],11.02,48
2024-02-27T09:07:11Z[UTC],11.06,36
2024-02-27T09:13:59Z[UTC],11.12,408
2024-02-27T09:16:59Z[UTC],11.16,180
2024-02-27T09:27:11Z[UTC],11.11,612
2024-02-27T09:43:59Z[UTC],11.07,1008
2024-02-27T10:04:47Z[UTC],11.03,1248
2024-02-27T10:06:23Z[UTC],11.07,96
2024-02-27T10:08:23Z[UTC],11.10,120
2024-02-27T10:32:47Z[UTC],11.14,1464
2024-02-27T10:35:23Z[UTC],11.09,156
2024-02-27T10:46:11Z[UTC],11.05,648
2024-02-27T11:23:35Z[UTC],11.05,2244
2024-02-27T11:35:35Z[UTC],11.02,720
2024-02-27T12:49:47Z[UTC],10.97,4452
2024-02-27T13:01:23Z[UTC],10.94,696
2024-02-27T13:26:47Z[UTC],10.87,1524
2024-02-27T13:28:11Z[UTC],10.82,84
2024-02-27T13:47:23Z[UTC],10.78,1152
2024-02-27T13:47:35Z[UTC],10.79,12
2024-02-27T14:42:23Z[UTC],10.82,3288
2024-02-27T14:44:47Z[UTC],10.78,144
2024-02-27T14:52:47Z[UTC],10.73,480
2024-02-27T15:34:35Z[UTC],10.68,2508
2024-02-27T15:54:59Z[UTC],10.67,1224
2024-02-27T16:12:47Z[UTC],10.59,1068
2024-02-27T16:46:11Z[UTC],10.74,2004
2024-02-27T16:47:47Z[UTC],10.84,96
2024-02-27T16:49:11Z[UTC],10.89,84
2024-02-27T16:50:35Z[UTC],10.94,84
2024-02-27T16:50:59Z[UTC],10.98,24
2024-02-27T17:07:11Z[UTC],11.03,972
2024-02-27T17:16:23Z[UTC],11.11,552
2024-02-27T17:23:35Z[UTC],11.05,432
2024-02-27T17:28:23Z[UTC],11.00,288
2024-02-27T17:29:59Z[UTC],11.05,96
2024-02-27T17:30:23Z[UTC],11.09,24
2024-02-27T17:31:35Z[UTC],11.11,72
2024-02-27T17:32:59Z[UTC],11.05,84
2024-02-27T17:50:47Z[UTC],11.01,1068
2024-02-27T17:51:47Z[UTC],10.95,60
2024-02-27T18:02:47Z[UTC],10.91,660
2024-02-27T18:40:23Z[UTC],10.91,2256
2024-02-27T19:29:23Z[UTC],10.87,2940
2024-02-27T19:37:11Z[UTC],10.82,468
2024-02-27T20:11:35Z[UTC],10.77,2064
2024-02-27T20:25:23Z[UTC],10.78,828
2024-02-27T21:03:47Z[UTC],10.76,2304
2024-02-27T21:28:35Z[UTC],10.71,1488
2024-02-27T22:00:11Z[UTC],10.71,1896
2024-02-27T22:46:35Z[UTC],10.75,2784
2024-02-27T23:37:47Z[UTC],10.77,3072
2024-02-27T23:47:23Z[UTC],10.80,576
2024-02-28T00:08:11Z[UTC],10.84,1248
2024-02-28T00:09:11Z[UTC],10.89,60
2024-02-28T00:20:35Z[UTC],10.93,684
2024-02-28T00:22:23Z[UTC],10.96,108
2024-02-28T00:31:47Z[UTC],11.01,564
2024-02-28T01:15:35Z[UTC],11.04,2628
2024-02-28T01:15:59Z[UTC],11.07,24
2024-02-28T01:18:47Z[UTC],11.11,168
2024-02-28T01:33:35Z[UTC],11.14,888
2024-02-28T01:38:23Z[UTC],11.10,288
2024-02-28T01:48:23Z[UTC],11.07,600
2024-02-28T02:18:11Z[UTC],11.10,1788
2024-02-28T02:19:47Z[UTC],11.14,96
2024-02-28T02:25:35Z[UTC],11.19,348
2024-02-28T02:32:47Z[UTC],11.15,432
2024-02-28T02:49:47Z[UTC],11.12,1020
2024-02-28T03:09:23Z[UTC],11.08,1176
2024-02-28T03:11:23Z[UTC],11.05,120
2024-02-28T03:22:59Z[UTC],10.99,696
2024-02-28T03:32:23Z[UTC],10.96,564
2024-02-28T03:35:35Z[UTC],10.93,192
2024-02-28T04:33:11Z[UTC],10.89,3456
2024-02-28T04:34:47Z[UTC],10.94,96
2024-02-28T04:35:59Z[UTC],10.97,72
2024-02-28T04:41:11Z[UTC],11.01,312
2024-02-28T04:49:59Z[UTC],11.05,528
2024-02-28T05:37:47Z[UTC],11.09,2868
2024-02-28T06:10:11Z[UTC],11.06,1944
2024-02-28T06:32:47Z[UTC],11.02,1356
2024-02-28T06:58:11Z[UTC],11.07,1524
2024-02-28T07:00:11Z[UTC],11.10,120
2024-02-28T07:06:35Z[UTC],11.15,384
2024-02-28T07:44:23Z[UTC],11.11,2268
2024-02-28T07:56:47Z[UTC],11.05,744
2024-02-28T08:13:11Z[UTC],11.02,984
2024-02-28T08:16:23Z[UTC],10.98,192
2024-02-28T08:45:47Z[UTC],10.94,1764
2024-02-28T08:58:59Z[UTC],10.92,792
2024-02-28T09:02:47Z[UTC],10.88,228
2024-02-28T09:06:11Z[UTC],10.76,204
2024-02-28T09:25:59Z[UTC],10.70,1188
2024-02-28T09:33:11Z[UTC],10.69,432
2024-02-28T09:37:59Z[UTC],10.74,288
2024-02-28T09:41:23Z[UTC],10.78,204
2024-02-28T09:42:59Z[UTC],10.82,96
2024-02-28T09:45:59Z[UTC],10.88,180
2024-02-28T09:47:59Z[UTC],10.92,120
2024-02-28T09:54:47Z[UTC],10.96,408
2024-02-28T10:41:11Z[UTC],10.91,2784
2024-02-28T10:42:59Z[UTC],10.87,108
2024-02-28T10:54:35Z[UTC],10.82,696
2024-02-28T11:21:35Z[UTC],10.87,1620
2024-02-28T11:38:47Z[UTC],10.81,1032
2024-02-28T11:50:59Z[UTC],10.76,732
2024-02-28T11:52:35Z[UTC],10.71,96
2024-02-28T13:27:59Z[UTC],10.66,5724
2024-02-28T13:36:11Z[UTC],10.70,492
2024-02-28T13:37:23Z[UTC],10.76,72
2024-02-28T13:44:11Z[UTC],10.81,408
2024-02-28T13:48:11Z[UTC],10.86,240
2024-02-28T14:07:35Z[UTC],10.82,1164
2024-02-28T14:23:11Z[UTC],10.88,936
2024-02-28T14:27:47Z[UTC],10.81,276
2024-02-28T15:04:59Z[UTC],10.75,2232
2024-02-28T15:22:35Z[UTC],10.69,1056
2024-02-28T15:25:11Z[UTC],10.74,156
2024-02-28T16:21:11Z[UTC],10.80,3360
2024-02-28T16:24:47Z[UTC],10.83,216
2024-02-28T16:29:23Z[UTC],10.78,276
2024-02-28T16:46:47Z[UTC],10.86,1044
2024-02-28T16:55:11Z[UTC],10.93,504
2024-02-28T16:56:23Z[UTC],10.98,72
2024-02-28T17:04:23Z[UTC],10.99,480
2024-02-28T17:10:23Z[UTC],11.02,360
2024-02-28T17:24:59Z[UTC],11.09,876
2024-02-28T17:25:47Z[UTC],11.01,48
2024-02-28T17:26:35Z[UTC],10.94,48
2024-02-28T17:26:47Z[UTC],10.85,12
2024-02-28T17:30:35Z[UTC],10.89,228
2024-02-28T17:31:11Z[UTC],10.78,36
2024-02-28T17:31:23Z[UTC],10.69,12
2024-02-28T18:23:47Z[UTC],10.55,3144
2024-02-28T18:26:59Z[UTC],10.24,192
2024-02-28T18:50:11Z[UTC],10.21,1392
2024-02-28T20:50:35Z[UTC],10.52,7224
2024-02-28T20:52:59Z[UTC],10.69,144
2024-02-28T20:59:47Z[UTC],10.73,408
2024-02-28T21:05:35Z[UTC],10.78,348
2024-02-28T21:12:47Z[UTC],10.83,432
2024-02-28T21:24:35Z[UTC],10.87,708
2024-02-28T21:51:35Z[UTC],10.82,1620
2024-02-28T22:44:47Z[UTC],10.87,3192
2024-02-28T22:54:11Z[UTC],10.87,564
2024-02-28T23:30:35Z[UTC],10.82,2184
2024-02-28T23:34:35Z[UTC],10.90,240
2024-02-28T23:34:47Z[UTC],10.95,12
2024-02-28T23:48:23Z[UTC],10.99,816
2024-02-29T00:17:47Z[UTC],10.95,1764
2024-02-29T00:28:47Z[UTC],11.01,660
2024-02-29T00:48:47Z[UTC],11.06,1200
2024-02-29T00:52:11Z[UTC],11.01,204
2024-02-29T01:21:23Z[UTC],10.97,1752
2024-02-29T01:22:23Z[UTC],11.03,60
2024-02-29T01:25:35Z[UTC],11.08,192
2024-02-29T01:29:11Z[UTC],11.04,216
2024-02-29T02:17:59Z[UTC],10.99,2928
2024-02-29T02:20:35Z[UTC],10.95,156
2024-02-29T02:26:59Z[UTC],10.92,384
2024-02-29T03:24:59Z[UTC],10.88,3480
2024-02-29T03:27:35Z[UTC],10.84,156
2024-02-29T03:43:35Z[UTC],10.81,960
2024-02-29T04:10:23Z[UTC],10.81,1608
2024-02-29T04:27:11Z[UTC],10.86,1008
2024-02-29T04:36:35Z[UTC],10.82,564
2024-02-29T04:56:23Z[UTC],10.78,1188
2024-02-29T05:09:47Z[UTC],10.84,804
2024-02-29T05:11:59Z[UTC],10.88,132
2024-02-29T05:13:47Z[UTC],10.94,108
2024-02-29T05:14:35Z[UTC],11.00,48
2024-02-29T05:18:47Z[UTC],11.05,252
2024-02-29T05:20:11Z[UTC],11.00,84
2024-02-29T05:30:47Z[UTC],10.96,636
2024-02-29T05:38:23Z[UTC],11.03,456
2024-02-29T05:40:23Z[UTC],11.08,120
2024-02-29T05:42:11Z[UTC],11.13,108
2024-02-29T05:42:47Z[UTC],11.19,36
2024-02-29T05:43:59Z[UTC],11.26,72
2024-02-29T05:44:23Z[UTC],11.34,24
2024-02-29T05:47:47Z[UTC],11.41,204
2024-02-29T05:49:59Z[UTC],11.36,132
2024-02-29T05:52:23Z[UTC],11.31,144
2024-02-29T05:54:11Z[UTC],11.25,108
2024-02-29T05:59:11Z[UTC],11.20,300
2024-02-29T06:17:11Z[UTC],11.25,1080
2024-02-29T06:19:35Z[UTC],11.20,144
2024-02-29T06:29:59Z[UTC],11.16,624
2024-02-29T06:32:23Z[UTC],11.09,144
2024-02-29T07:03:47Z[UTC],11.05,1884
2024-02-29T07:13:47Z[UTC],10.99,600
2024-02-29T07:20:35Z[UTC],10.94,408
2024-02-29T07:40:47Z[UTC],10.89,1212
2024-02-29T07:42:11Z[UTC],10.85,84
2024-02-29T08:27:47Z[UTC],10.84,2736
2024-02-29T08:38:59Z[UTC],10.80,672
2024-02-29T08:50:11Z[UTC],10.82,672
2024-02-29T08:55:59Z[UTC],10.87,348
2024-02-29T09:00:23Z[UTC],10.91,264
2024-02-29T09:05:11Z[UTC],10.95,288
2024-02-29T09:11:59Z[UTC],11.02,408
2024-02-29T09:20:47Z[UTC],11.06,528
2024-02-29T09:21:59Z[UTC],10.96,72
2024-02-29T09:27:11Z[UTC],11.03,312
2024-02-29T09:31:11Z[UTC],10.98,240
2024-02-29T09:36:23Z[UTC],10.90,312
2024-02-29T10:25:23Z[UTC],10.96,2940
2024-02-29T10:31:23Z[UTC],11.03,360
2024-02-29T10:35:23Z[UTC],11.07,240
2024-02-29T11:21:47Z[UTC],11.13,2784
2024-02-29T11:30:11Z[UTC],11.23,504
2024-02-29T11:32:11Z[UTC],11.29,120
2024-02-29T11:35:35Z[UTC],11.35,204
2024-02-29T11:40:35Z[UTC],11.42,300
2024-02-29T11:44:23Z[UTC],11.32,228
2024-02-29T11:45:47Z[UTC],11.26,84
2024-02-29T11:51:11Z[UTC],11.19,324
2024-02-29T11:56:11Z[UTC],11.13,300
2024-02-29T12:07:59Z[UTC],11.07,708
2024-02-29T12:10:47Z[UTC],11.01,168
2024-02-29T12:11:35Z[UTC],10.95,48
2024-02-29T12:18:35Z[UTC],10.89,420
2024-02-29T12:33:23Z[UTC],10.95,888
2024-02-29T13:22:23Z[UTC],10.93,2940
2024-02-29T13:33:23Z[UTC],10.87,660
2024-02-29T14:02:47Z[UTC],10.91,1764
2024-02-29T14:22:59Z[UTC],10.89,1212
2024-02-29T14:26:47Z[UTC],10.95,228
2024-02-29T14:37:59Z[UTC],11.01,672
2024-02-29T14:41:11Z[UTC],10.95,192
2024-02-29T15:04:47Z[UTC],10.90,1416
2024-02-29T15:45:23Z[UTC],10.83,2436
2024-02-29T15:47:23Z[UTC],10.89,120
2024-02-29T15:55:23Z[UTC],10.96,480
2024-02-29T16:12:23Z[UTC],10.91,1020
2024-02-29T16:18:47Z[UTC],10.97,384
2024-02-29T16:20:35Z[UTC],10.90,108
2024-02-29T16:24:11Z[UTC],10.97,216
2024-02-29T16:24:59Z[UTC],11.03,48
2024-02-29T16:25:11Z[UTC],11.11,12
2024-02-29T16:25:59Z[UTC],11.24,48
2024-02-29T16:29:47Z[UTC],11.34,228
2024-02-29T16:30:11Z[UTC],11.46,24
2024-02-29T16:30:23Z[UTC],11.50,12
2024-02-29T16:30:47Z[UTC],11.64,24
2024-02-29T16:31:35Z[UTC],11.73,48
2024-02-29T16:31:59Z[UTC],11.81,24
2024-02-29T16:32:35Z[UTC],11.73,36
2024-02-29T16:33:35Z[UTC],11.80,60
2024-02-29T16:34:59Z[UTC],11.75,84
2024-02-29T16:35:35Z[UTC],11.66,36
2024-02-29T16:36:23Z[UTC],11.60,48
2024-02-29T16:37:11Z[UTC],11.65,48
2024-02-29T16:38:11Z[UTC],11.73,60
2024-02-29T16:39:59Z[UTC],11.89,108
2024-02-29T16:40:11Z[UTC],11.50,12
2024-02-29T16:40:23Z[UTC],11.52,12
2024-02-29T16:41:23Z[UTC],11.41,60
2024-02-29T16:41:47Z[UTC],11.32,24
2024-02-29T16:42:11Z[UTC],11.42,24
2024-02-29T16:42:47Z[UTC],11.49,36
2024-02-29T16:44:11Z[UTC],11.56,84
2024-02-29T16:44:23Z[UTC],11.50,12
2024-02-29T16:44:35Z[UTC],11.46,12
2024-02-29T16:47:35Z[UTC],11.54,180
2024-02-29T16:48:47Z[UTC],11.48,72
2024-02-29T16:58:35Z[UTC],11.42,588
2024-02-29T17:03:35Z[UTC],11.37,300
2024-02-29T17:05:35Z[UTC],11.29,120
2024-02-29T17:15:11Z[UTC],11.22,576
2024-02-29T17:16:47Z[UTC],11.30,96
2024-02-29T17:18:23Z[UTC],11.36,96
2024-02-29T17:18:35Z[UTC],11.43,12
2024-02-29T17:20:47Z[UTC],11.49,132
2024-02-29T17:23:11Z[UTC],11.55,144
2024-02-29T17:26:11Z[UTC],11.46,180
2024-02-29T17:28:11Z[UTC],11.50,120
2024-02-29T17:33:47Z[UTC],11.56,336
2024-02-29T17:34:35Z[UTC],11.62,48
2024-02-29T17:34:59Z[UTC],11.68,24
2024-02-29T17:38:59Z[UTC],11.75,240
2024-02-29T17:41:59Z[UTC],11.68,180
2024-02-29T17:42:11Z[UTC],11.62,12
2024-02-29T17:46:47Z[UTC],11.54,276
2024-02-29T17:52:23Z[UTC],11.63,336
2024-02-29T18:03:23Z[UTC],11.57,660
2024-02-29T18:05:59Z[UTC],11.57,156
2024-02-29T18:12:35Z[UTC],11.79,396
2024-02-29T18:20:23Z[UTC],11.74,468
2024-02-29T18:34:11Z[UTC],11.67,828
2024-02-29T18:37:11Z[UTC],11.61,180
2024-02-29T18:39:59Z[UTC],11.55,168
2024-02-29T18:44:11Z[UTC],11.49,252
2024-02-29T18:48:35Z[UTC],11.44,264
2024-02-29T18:49:47Z[UTC],11.38,72
2024-02-29T19:16:59Z[UTC],11.34,1632
2024-02-29T19:24:47Z[UTC],11.38,468
2024-02-29T19:25:23Z[UTC],11.43,36
2024-02-29T19:31:23Z[UTC],11.45,360
2024-02-29T20:27:59Z[UTC],11.49,3396
2024-02-29T21:07:47Z[UTC],11.55,2388
2024-02-29T21:10:59Z[UTC],11.47,192
2024-02-29T21:23:47Z[UTC],11.41,768
2024-02-29T21:28:59Z[UTC],11.35,312
2024-02-29T21:38:23Z[UTC],11.29,564
2024-02-29T21:40:47Z[UTC],11.20,144
2024-02-29T21:55:23Z[UTC],11.21,876
2024-02-29T22:01:59Z[UTC],11.29,396
2024-02-29T22:07:11Z[UTC],11.35,312
2024-02-29T22:19:11Z[UTC],11.29,720
2024-02-29T22:20:11Z[UTC],11.23,60
2024-02-29T22:28:23Z[UTC],11.15,492
2024-02-29T22:29:35Z[UTC],11.09,72
2024-02-29T22:32:23Z[UTC],11.04,168
2024-02-29T22:36:59Z[UTC],11.09,276
2024-02-29T22:37:47Z[UTC],11.04,48
2024-02-29T22:41:59Z[UTC],10.97,252
2024-02-29T22:49:35Z[UTC],10.90,456
2024-02-29T23:02:35Z[UTC],10.95,780
2024-02-29T23:05:23Z[UTC],11.00,168
2024-02-29T23:13:47Z[UTC],11.05,504
2024-02-29T23:22:11Z[UTC],11.09,504
2024-02-29T23:25:23Z[UTC],11.14,192
2024-02-29T23:31:47Z[UTC],11.19,384
2024-02-29T23:51:23Z[UTC],11.24,1176
2024-02-29T23:58:11Z[UTC],11.19,408
2024-03-01T00:17:11Z[UTC],11.14,1140
2024-03-01T01:11:47Z[UTC],11.20,3276
2024-03-01T01:14:23Z[UTC],11.25,156
2024-03-01T01:16:59Z[UTC],11.30,156
2024-03-01T01:18:23Z[UTC],11.34,84
2024-03-01T01:25:47Z[UTC],11.26,444
2024-03-01T01:30:47Z[UTC],11.30,300
2024-03-01T01:38:35Z[UTC],11.20,468
2024-03-01T01:41:23Z[UTC],11.13,168
2024-03-01T01:45:59Z[UTC],11.17,276
2024-03-01T02:01:47Z[UTC],11.22,948
2024-03-01T02:09:35Z[UTC],11.17,468
2024-03-01T02:15:11Z[UTC],11.11,336
2024-03-01T02:28:35Z[UTC],11.06,804
2024-03-01T02:36:11Z[UTC],11.11,456
2024-03-01T03:16:23Z[UTC],11.06,2412
2024-03-01T03:26:11Z[UTC],11.03,588
2024-03-01T03:59:11Z[UTC],10.99,1980
2024-03-01T04:31:59Z[UTC],11.03,1968
2024-03-01T05:05:11Z[UTC],11.02,1992
2024-03-01T05:18:23Z[UTC],10.97,792
2024-03-01T06:25:47Z[UTC],11.01,4044
2024-03-01T06:35:59Z[UTC],11.01,612
2024-03-01T06:42:11Z[UTC],10.96,372
2024-03-01T06:44:11Z[UTC],10.99,120
2024-03-01T06:45:11Z[UTC],11.03,60
2024-03-01T06:45:35Z[UTC],11.07,24
2024-03-01T06:48:23Z[UTC],11.12,168
2024-03-01T07:15:35Z[UTC],11.07,1632
2024-03-01T07:28:47Z[UTC],11.04,792
2024-03-01T07:35:35Z[UTC],10.99,408
2024-03-01T07:46:11Z[UTC],10.93,636
2024-03-01T08:37:23Z[UTC],10.88,3072
2024-03-01T08:41:59Z[UTC],10.94,276
2024-03-01T09:31:35Z[UTC],10.98,2976
